sample_id,cnt_ratio,lig_ratio,graphene_ratio,cnt_conductivity,lig_conductivity,graphene_conductivity,composite_conductivity,synergy_2d,synergy_3d,total_synergy,method,source
TERNARY-0.5-0.2-0.3-01,0.5,0.15714285714285717,0.34285714285714286,86761.27708495084,1100.0,1000000.0,640439.3340637491,0.676879401700987,1.7307569527213953,0.7307569527213953,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.5-0.2-0.3-02,0.5,0.15714285714285717,0.34285714285714286,86761.27708495084,1100.0,1000000.0,696244.0578240856,0.676879401700987,1.7307569527213953,0.7307569527213953,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.5-0.2-0.3-00,0.5,0.18571428571428572,0.3142857142857143,86761.27708495084,1100.0,1000000.0,633145.0484199408,0.6971994427262607,1.7555667896650362,0.7555667896650362,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.5-0.2-0.3-01,0.5,0.18571428571428572,0.3142857142857143,86761.27708495084,1100.0,1000000.0,676951.1302344315,0.6971994427262607,1.7555667896650362,0.7555667896650362,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.5-0.2-0.3-02,0.5,0.18571428571428572,0.3142857142857143,86761.27708495084,1100.0,1000000.0,592979.7316774883,0.6971994427262607,1.7555667896650362,0.7555667896650362,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.5-0.2-0.3-00,0.5,0.2142857142857143,0.2857142857142857,86761.27708495084,1100.0,1000000.0,568829.126051121,0.712498129735353,1.7737226195312714,0.7737226195312714,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.5-0.2-0.3-01,0.5,0.2142857142857143,0.2857142857142857,86761.27708495084,1100.0,1000000.0,565817.4806288577,0.712498129735353,1.7737226195312714,0.7737226195312714,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.5-0.2-0.3-02,0.5,0.2142857142857143,0.2857142857142857,86761.27708495084,1100.0,1000000.0,515749.25230781117,0.712498129735353,1.7737226195312714,0.7737226195312714,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.5-0.2-0.3-00,0.5,0.24285714285714288,0.2571428571428571,86761.27708495084,1100.0,1000000.0,549531.3664852576,0.722229020828906,1.784678000420743,0.784678000420743,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.5-0.2-0.3-01,0.5,0.24285714285714288,0.2571428571428571,86761.27708495084,1100.0,1000000.0,548025.4944214703,0.722229020828906,1.784678000420743,0.784678000420743,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.5-0.2-0.3-02,0.5,0.24285714285714288,0.2571428571428571,86761.27708495084,1100.0,1000000.0,537034.0335264759,0.722229020828906,1.784678000420743,0.784678000420743,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.5-0.3-0.2-00,0.5,0.27142857142857146,0.22857142857142854,86761.27708495084,1100.0,1000000.0,477674.5003716535,0.7260558455002377,1.7880966618267684,0.7880966618267684,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.5-0.3-0.2-01,0.5,0.27142857142857146,0.22857142857142854,86761.27708495084,1100.0,1000000.0,431689.0756285724,0.7260558455002377,1.7880966618267684,0.7880966618267684,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.5-0.3-0.2-02,0.5,0.27142857142857146,0.22857142857142854,86761.27708495084,1100.0,1000000.0,470428.4945809426,0.7260558455002377,1.7880966618267684,0.7880966618267684,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.5-0.3-0.2-00,0.5,0.30000000000000004,0.19999999999999996,86761.27708495084,1100.0,1000000.0,422828.5225306734,0.7238699344287677,1.7838699344287678,0.7838699344287678,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.5-0.3-0.2-01,0.5,0.30000000000000004,0.19999999999999996,86761.27708495084,1100.0,1000000.0,406845.0005515073,0.7238699344287677,1.7838699344287678,0.7838699344287678,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.5-0.3-0.2-02,0.5,0.30000000000000004,0.19999999999999996,86761.27708495084,1100.0,1000000.0,429138.58850782487,0.7238699344287677,1.7838699344287678,0.7838699344287678,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.6-0.1-0.3-00,0.6,0.1,0.30000000000000004,86761.27708495084,1100.0,1000000.0,588373.3063035894,0.5824099457588117,1.6184099457588117,0.6184099457588117,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.6-0.1-0.3-01,0.6,0.1,0.30000000000000004,86761.27708495084,1100.0,1000000.0,655952.7591541773,0.5824099457588117,1.6184099457588117,0.6184099457588117,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.6-0.1-0.3-02,0.6,0.1,0.30000000000000004,86761.27708495084,1100.0,1000000.0,577910.249772442,0.5824099457588117,1.6184099457588117,0.6184099457588117,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.6-0.1-0.3-00,0.6,0.1142857142857143,0.2857142857142857,86761.27708495084,1100.0,1000000.0,561457.226620985,0.5888949016324133,1.6280785751018012,0.6280785751018012,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.6-0.1-0.3-01,0.6,0.1142857142857143,0.2857142857142857,86761.27708495084,1100.0,1000000.0,546846.1359506916,0.5888949016324133,1.6280785751018012,0.6280785751018012,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.6-0.1-0.3-02,0.6,0.1142857142857143,0.2857142857142857,86761.27708495084,1100.0,1000000.0,465677.75048888207,0.5888949016324133,1.6280785751018012,0.6280785751018012,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.6-0.1-0.3-00,0.6,0.1285714285714286,0.27142857142857146,86761.27708495084,1100.0,1000000.0,528417.3707876789,0.594391879875587,1.636269430895995,0.6362694308959951,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.6-0.1-0.3-01,0.6,0.1285714285714286,0.27142857142857146,86761.27708495084,1100.0,1000000.0,532092.1318829813,0.594391879875587,1.636269430895995,0.6362694308959951,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.6-0.1-0.3-02,0.6,0.1285714285714286,0.27142857142857146,86761.27708495084,1100.0,1000000.0,633891.5181038616,0.594391879875587,1.636269430895995,0.6362694308959951,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.6-0.1-0.3-00,0.6,0.1428571428571429,0.2571428571428571,86761.27708495084,1100.0,1000000.0,500439.6886140907,0.5988798737667498,1.642961506419811,0.6429615064198111,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.6-0.1-0.3-01,0.6,0.1428571428571429,0.2571428571428571,86761.27708495084,1100.0,1000000.0,520522.44524264627,0.5988798737667498,1.642961506419811,0.6429615064198111,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.6-0.1-0.3-02,0.6,0.1428571428571429,0.2571428571428571,86761.27708495084,1100.0,1000000.0,506849.8468798861,0.5988798737667498,1.642961506419811,0.6429615064198111,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.6-0.2-0.2-00,0.6,0.1571428571428572,0.24285714285714283,86761.27708495084,1100.0,1000000.0,440874.5271681483,0.6023463870104973,1.6481423053778441,0.6481423053778441,CNT-LIG-Graphene Ternary,Simulated
TERNARY-0.6-0.2-0.2-01,0.6,0.1571428571428572,0.24285714285714283,86761.27708495084,1100.0,1000000.0,530809.4746188432,0.6023463870104973,1.6481423053778441,0.6481423053778441,CNT-LIG-Graphene Ternary,Simulated
