sample_id,cnt_ratio,lig_ratio,cnt_conductivity,lig_conductivity,composite_conductivity,synergy_factor,cnt_diameter,cnt_layers,lig_power,lig_speed,method,source
CNT-LIG-0.3-002,0.3,0.7,65533.9805825242,50.0,28567.05878351087,1.4524187090179796,15.0,13,0.12,45.0,CNT-LIG Composite,Simulated
CNT-LIG-0.3-003,0.3,0.7,839297.0,1750.0,328613.3960968629,1.4524187090179796,9.24,15,0.33,31.0,CNT-LIG Composite,Simulated
CNT-LIG-0.3-004,0.3,0.7,226017.0,2200.0,109002.63838587525,1.4524187090179796,30.1,18,0.28,32.0,CNT-LIG Composite,Simulated
CNT-LIG-0.3-005,0.3,0.7,20561.1952992113,2614.6,10198.996303994258,1.4524187090179796,10.0,12,0.283,32.0,CNT-LIG Composite,Simulated
CNT-LIG-0.3-006,0.3,0.7,5600000.0,2309.9188337316086,2493425.002875354,1.4524187090179796,1.5,2,1.0,12.0,CNT-LIG Composite,Simulated
CNT-LIG-0.3-007,0.3,0.7,285022.0,2550.0,101938.48049586313,1.4524187090179796,30.79,10,0.34,35.0,CNT-LIG Composite,Simulated
CNT-LIG-0.3-008,0.3,0.7,1931064.0,1650.0,731113.3396455166,1.4524187090179796,1.15,1,0.26,46.0,CNT-LIG Composite,Simulated
CNT-LIG-0.3-009,0.3,0.7,12209.3023255813,132.51071782019037,5562.008958666383,1.4524187090179796,30.0,14,0.41,23.0,CNT-LIG Composite,Simulated
CNT-LIG-0.3-010,0.3,0.7,848921.0,81.49270844466024,397301.223763961,1.4524187090179796,13.75,19,0.68,26.0,CNT-LIG Composite,Simulated
CNT-LIG-0.3-011,0.3,0.7,64729.72972973,4900.0,33754.90347804604,1.4524187090179796,7.0,19,0.56,13.0,CNT-LIG Composite,Simulated
CNT-LIG-0.3-012,0.3,0.7,40000.0,3450.0,20694.487326131344,1.4524187090179796,30.0,5,0.41,25.0,CNT-LIG Composite,Simulated
CNT-LIG-0.3-013,0.3,0.7,343670.0,50.0,145286.2233032312,1.4524187090179796,25.61,5,0.152,48.1,CNT-LIG Composite,Simulated
CNT-LIG-0.3-014,0.3,0.7,5965.9090909091,4100.0,5767.286115923179,1.4524187090179796,30.0,9,0.49,20.0,CNT-LIG Composite,Simulated
CNT-LIG-0.4-000,0.4,0.6,22646.8506723283,50.0,12651.738846767883,1.5,15.0,13,0.262,62.3,CNT-LIG Composite,Simulated
CNT-LIG-0.4-001,0.4,0.6,172103.0,3200.0,101252.49717005403,1.5,43.94,16,0.3,20.0,CNT-LIG Composite,Simulated
CNT-LIG-0.4-002,0.4,0.6,65533.9805825242,50.0,43526.791046315615,1.5,15.0,13,0.12,45.0,CNT-LIG Composite,Simulated
CNT-LIG-0.4-003,0.4,0.6,839297.0,1750.0,522511.1878554036,1.5,9.24,15,0.33,31.0,CNT-LIG Composite,Simulated
CNT-LIG-0.4-004,0.4,0.6,226017.0,2200.0,113332.49524156105,1.5,30.1,18,0.28,32.0,CNT-LIG Composite,Simulated
CNT-LIG-0.4-005,0.4,0.6,20561.1952992113,2614.6,15165.931901985146,1.5,10.0,12,0.283,32.0,CNT-LIG Composite,Simulated
CNT-LIG-0.4-006,0.4,0.6,5600000.0,2309.9188337316086,3232611.22493739,1.5,1.5,2,1.0,12.0,CNT-LIG Composite,Simulated
CNT-LIG-0.4-007,0.4,0.6,285022.0,2550.0,161576.5866586575,1.5,30.79,10,0.34,35.0,CNT-LIG Composite,Simulated
CNT-LIG-0.4-008,0.4,0.6,1931064.0,1650.0,1231085.397590945,1.5,1.15,1,0.26,46.0,CNT-LIG Composite,Simulated
CNT-LIG-0.4-009,0.4,0.6,12209.3023255813,132.51071782019037,8212.40379725977,1.5,30.0,14,0.41,23.0,CNT-LIG Composite,Simulated
CNT-LIG-0.4-010,0.4,0.6,848921.0,81.49270844466024,556867.7687661451,1.5,13.75,19,0.68,26.0,CNT-LIG Composite,Simulated
CNT-LIG-0.4-011,0.4,0.6,64729.72972973,4900.0,39618.403502337525,1.5,7.0,19,0.56,13.0,CNT-LIG Composite,Simulated
CNT-LIG-0.4-012,0.4,0.6,40000.0,3450.0,26266.879855255283,1.5,30.0,5,0.41,25.0,CNT-LIG Composite,Simulated
CNT-LIG-0.4-013,0.4,0.6,343670.0,50.0,213079.20889366907,1.5,25.61,5,0.152,48.1,CNT-LIG Composite,Simulated
CNT-LIG-0.4-014,0.4,0.6,5965.9090909091,4100.0,7978.722419003091,1.5,30.0,9,0.49,20.0,CNT-LIG Composite,Simulated
CNT-LIG-0.5-000,0.5,0.5,22646.8506723283,50.0,15692.8584190032,1.4524187090179799,15.0,13,0.262,62.3,CNT-LIG Composite,Simulated
CNT-LIG-0.5-001,0.5,0.5,172103.0,3200.0,124943.1157087037,1.4524187090179799,43.94,16,0.3,20.0,CNT-LIG Composite,Simulated
CNT-LIG-0.5-002,0.5,0.5,65533.9805825242,50.0,42358.48115814234,1.4524187090179799,15.0,13,0.12,45.0,CNT-LIG Composite,Simulated
CNT-LIG-0.5-003,0.5,0.5,839297.0,1750.0,537714.7454764474,1.4524187090179799,9.24,15,0.33,31.0,CNT-LIG Composite,Simulated
CNT-LIG-0.5-004,0.5,0.5,226017.0,2200.0,179199.58049205164,1.4524187090179799,30.1,18,0.28,32.0,CNT-LIG Composite,Simulated
CNT-LIG-0.5-005,0.5,0.5,20561.1952992113,2614.6,19113.096323173555,1.4524187090179799,10.0,12,0.283,32.0,CNT-LIG Composite,Simulated
CNT-LIG-0.5-006,0.5,0.5,5600000.0,2309.9188337316086,4039152.9129379448,1.4524187090179799,1.5,2,1.0,12.0,CNT-LIG Composite,Simulated
CNT-LIG-0.5-007,0.5,0.5,285022.0,2550.0,229795.0042923936,1.4524187090179799,30.79,10,0.34,35.0,CNT-LIG Composite,Simulated
CNT-LIG-0.5-008,0.5,0.5,1931064.0,1650.0,1454312.591011892,1.4524187090179799,1.15,1,0.26,46.0,CNT-LIG Composite,Simulated
CNT-LIG-0.5-009,0.5,0.5,12209.3023255813,132.51071782019037,8384.536015379383,1.4524187090179799,30.0,14,0.41,23.0,CNT-LIG Composite,Simulated
CNT-LIG-0.5-010,0.5,0.5,848921.0,81.49270844466024,638835.5266391198,1.4524187090179799,13.75,19,0.68,26.0,CNT-LIG Composite,Simulated
CNT-LIG-0.5-011,0.5,0.5,64729.72972973,4900.0,58342.96003714055,1.4524187090179799,7.0,19,0.56,13.0,CNT-LIG Composite,Simulated
CNT-LIG-0.5-012,0.5,0.5,40000.0,3450.0,31440.75169883486,1.4524187090179799,30.0,5,0.41,25.0,CNT-LIG Composite,Simulated
CNT-LIG-0.5-013,0.5,0.5,343670.0,50.0,288668.1688445584,1.4524187090179799,25.61,5,0.152,48.1,CNT-LIG Composite,Simulated
CNT-LIG-0.5-014,0.5,0.5,5965.9090909091,4100.0,5394.934847293089,1.4524187090179799,30.0,9,0.49,20.0,CNT-LIG Composite,Simulated
CNT-LIG-0.6-000,0.6,0.4,22646.8506723283,50.0,19662.320070532172,1.3351600230178198,15.0,13,0.262,62.3,CNT-LIG Composite,Simulated
CNT-LIG-0.6-001,0.6,0.4,172103.0,3200.0,140795.0353521644,1.3351600230178198,43.94,16,0.3,20.0,CNT-LIG Composite,Simulated
CNT-LIG-0.6-002,0.6,0.4,65533.9805825242,50.0,50955.15636237451,1.3351600230178198,15.0,13,0.12,45.0,CNT-LIG Composite,Simulated
CNT-LIG-0.6-003,0.6,0.4,839297.0,1750.0,679470.2736493695,1.3351600230178198,9.24,15,0.33,31.0,CNT-LIG Composite,Simulated
CNT-LIG-0.6-004,0.6,0.4,226017.0,2200.0,146015.54630827982,1.3351600230178198,30.1,18,0.28,32.0,CNT-LIG Composite,Simulated
CNT-LIG-0.6-005,0.6,0.4,20561.1952992113,2614.6,17475.348800179323,1.3351600230178198,10.0,12,0.283,32.0,CNT-LIG Composite,Simulated
CNT-LIG-0.6-006,0.6,0.4,5600000.0,2309.9188337316086,4647620.993060664,1.3351600230178198,1.5,2,1.0,12.0,CNT-LIG Composite,Simulated
CNT-LIG-0.6-007,0.6,0.4,285022.0,2550.0,263637.87318385823,1.3351600230178198,30.79,10,0.34,35.0,CNT-LIG Composite,Simulated
CNT-LIG-0.6-008,0.6,0.4,1931064.0,1650.0,1467628.4808207445,1.3351600230178198,1.15,1,0.26,46.0,CNT-LIG Composite,Simulated
CNT-LIG-0.6-009,0.6,0.4,12209.3023255813,132.51071782019037,9055.0976677162,1.3351600230178198,30.0,14,0.41,23.0,CNT-LIG Composite,Simulated
CNT-LIG-0.6-010,0.6,0.4,848921.0,81.49270844466024,645985.7154663773,1.3351600230178198,13.75,19,0.68,26.0,CNT-LIG Composite,Simulated
CNT-LIG-0.6-011,0.6,0.4,64729.72972973,4900.0,59457.987760558295,1.3351600230178198,7.0,19,0.56,13.0,CNT-LIG Composite,Simulated
CNT-LIG-0.6-012,0.6,0.4,40000.0,3450.0,35000.37927493049,1.3351600230178198,30.0,5,0.41,25.0,CNT-LIG Composite,Simulated
CNT-LIG-0.6-013,0.6,0.4,343670.0,50.0,260752.98617701905,1.3351600230178198,25.61,5,0.152,48.1,CNT-LIG Composite,Simulated
CNT-LIG-0.6-014,0.6,0.4,5965.9090909091,4100.0,7326.620829875807,1.3351600230178198,30.0,9,0.49,20.0,CNT-LIG Composite,Simulated
CNT-LIG-0.7-000,0.7,0.30000000000000004,22646.8506723283,50.0,19278.83237442821,1.2032848298702996,15.0,13,0.262,62.3,CNT-LIG Composite,Simulated
CNT-LIG-0.7-001,0.7,0.30000000000000004,172103.0,3200.0,160270.99291031022,1.2032848298702996,43.94,16,0.3,20.0,CNT-LIG Composite,Simulated
CNT-LIG-0.7-002,0.7,0.30000000000000004,65533.9805825242,50.0,51340.73428136943,1.2032848298702996,15.0,13,0.12,45.0,CNT-LIG Composite,Simulated
CNT-LIG-0.7-003,0.7,0.30000000000000004,839297.0,1750.0,684386.6425323683,1.2032848298702996,9.24,15,0.33,31.0,CNT-LIG Composite,Simulated
CNT-LIG-0.7-004,0.7,0.30000000000000004,226017.0,2200.0,183672.2882505061,1.2032848298702996,30.1,18,0.28,32.0,CNT-LIG Composite,Simulated
CNT-LIG-0.7-005,0.7,0.30000000000000004,20561.1952992113,2614.6,15589.768311550031,1.2032848298702996,10.0,12,0.283,32.0,CNT-LIG Composite,Simulated
CNT-LIG-0.7-006,0.7,0.30000000000000004,5600000.0,2309.9188337316086,4857411.35066773,1.2032848298702996,1.5,2,1.0,12.0,CNT-LIG Composite,Simulated
CNT-LIG-0.7-007,0.7,0.30000000000000004,285022.0,2550.0,247285.65204850954,1.2032848298702996,30.79,10,0.34,35.0,CNT-LIG Composite,Simulated
CNT-LIG-0.7-008,0.7,0.30000000000000004,1931064.0,1650.0,1627961.6633722452,1.2032848298702996,1.15,1,0.26,46.0,CNT-LIG Composite,Simulated
CNT-LIG-0.7-009,0.7,0.30000000000000004,12209.3023255813,132.51071782019037,10089.353321031958,1.2032848298702996,30.0,14,0.41,23.0,CNT-LIG Composite,Simulated
CNT-LIG-0.7-010,0.7,0.30000000000000004,848921.0,81.49270844466024,613865.4199489104,1.2032848298702996,13.75,19,0.68,26.0,CNT-LIG Composite,Simulated
CNT-LIG-0.7-011,0.7,0.30000000000000004,64729.72972973,4900.0,53922.80053547335,1.2032848298702996,7.0,19,0.56,13.0,CNT-LIG Composite,Simulated
CNT-LIG-0.7-012,0.7,0.30000000000000004,40000.0,3450.0,33740.02047589097,1.2032848298702996,30.0,5,0.41,25.0,CNT-LIG Composite,Simulated
CNT-LIG-0.7-013,0.7,0.30000000000000004,343670.0,50.0,266265.8663966803,1.2032848298702996,25.61,5,0.152,48.1,CNT-LIG Composite,Simulated
CNT-LIG-0.7-014,0.7,0.30000000000000004,5965.9090909091,4100.0,6400.203553472353,1.2032848298702996,30.0,9,0.49,20.0,CNT-LIG Composite,Simulated
CNT-LIG-0.8-000,0.8,0.19999999999999996,22646.8506723283,50.0,20763.799328021083,1.1009482589973276,15.0,13,0.262,62.3,CNT-LIG Composite,Simulated
CNT-LIG-0.8-001,0.8,0.19999999999999996,172103.0,3200.0,181009.7393817087,1.1009482589973276,43.94,16,0.3,20.0,CNT-LIG Composite,Simulated
CNT-LIG-0.8-002,0.8,0.19999999999999996,65533.9805825242,50.0,58738.47560312539,1.1009482589973276,15.0,13,0.12,45.0,CNT-LIG Composite,Simulated
CNT-LIG-0.8-003,0.8,0.19999999999999996,839297.0,1750.0,758651.9028083014,1.1009482589973276,9.24,15,0.33,31.0,CNT-LIG Composite,Simulated
CNT-LIG-0.8-004,0.8,0.19999999999999996,226017.0,2200.0,198065.2608889925,1.1009482589973276,30.1,18,0.28,32.0,CNT-LIG Composite,Simulated
CNT-LIG-0.8-005,0.8,0.19999999999999996,20561.1952992113,2614.6,15099.903342481473,1.1009482589973276,10.0,12,0.283,32.0,CNT-LIG Composite,Simulated
CNT-LIG-0.8-006,0.8,0.19999999999999996,5600000.0,2309.9188337316086,4919678.170535628,1.1009482589973276,1.5,2,1.0,12.0,CNT-LIG Composite,Simulated
CNT-LIG-0.8-007,0.8,0.19999999999999996,285022.0,2550.0,253112.43774746638,1.1009482589973276,30.79,10,0.34,35.0,CNT-LIG Composite,Simulated
CNT-LIG-0.8-008,0.8,0.19999999999999996,1931064.0,1650.0,2120202.568444699,1.1009482589973276,1.15,1,0.26,46.0,CNT-LIG Composite,Simulated
CNT-LIG-0.8-009,0.8,0.19999999999999996,12209.3023255813,132.51071782019037,10575.20997362507,1.1009482589973276,30.0,14,0.41,23.0,CNT-LIG Composite,Simulated
CNT-LIG-0.8-010,0.8,0.19999999999999996,848921.0,81.49270844466024,770259.4907833813,1.1009482589973276,13.75,19,0.68,26.0,CNT-LIG Composite,Simulated
CNT-LIG-0.8-011,0.8,0.19999999999999996,64729.72972973,4900.0,57888.55454466491,1.1009482589973276,7.0,19,0.56,13.0,CNT-LIG Composite,Simulated
CNT-LIG-0.8-012,0.8,0.19999999999999996,40000.0,3450.0,31783.92649440825,1.1009482589973276,30.0,5,0.41,25.0,CNT-LIG Composite,Simulated
CNT-LIG-0.8-013,0.8,0.19999999999999996,343670.0,50.0,337294.71746834944,1.1009482589973276,25.61,5,0.152,48.1,CNT-LIG Composite,Simulated
CNT-LIG-0.8-014,0.8,0.19999999999999996,5965.9090909091,4100.0,6620.291332367227,1.1009482589973276,30.0,9,0.49,20.0,CNT-LIG Composite,Simulated
CNT-LIG-0.9-000,0.9,0.09999999999999998,22646.8506723283,50.0,22902.784591099873,1.0410424993119494,15.0,13,0.262,62.3,CNT-LIG Composite,Simulated
CNT-LIG-0.9-001,0.9,0.09999999999999998,172103.0,3200.0,146888.86026409647,1.0410424993119494,43.94,16,0.3,20.0,CNT-LIG Composite,Simulated
CNT-LIG-0.9-002,0.9,0.09999999999999998,65533.9805825242,50.0,70020.56689502261,1.0410424993119494,15.0,13,0.12,45.0,CNT-LIG Composite,Simulated
CNT-LIG-0.9-003,0.9,0.09999999999999998,839297.0,1750.0,676288.8184736907,1.0410424993119494,9.24,15,0.33,31.0,CNT-LIG Composite,Simulated
CNT-LIG-0.9-004,0.9,0.09999999999999998,226017.0,2200.0,224433.9613461651,1.0410424993119494,30.1,18,0.28,32.0,CNT-LIG Composite,Simulated
CNT-LIG-0.9-005,0.9,0.09999999999999998,20561.1952992113,2614.6,23816.202170809014,1.0410424993119494,10.0,12,0.283,32.0,CNT-LIG Composite,Simulated
CNT-LIG-0.9-006,0.9,0.09999999999999998,5600000.0,2309.9188337316086,4727350.881805327,1.0410424993119494,1.5,2,1.0,12.0,CNT-LIG Composite,Simulated
CNT-LIG-0.9-007,0.9,0.09999999999999998,285022.0,2550.0,252175.57789605606,1.0410424993119494,30.79,10,0.34,35.0,CNT-LIG Composite,Simulated
CNT-LIG-0.9-008,0.9,0.09999999999999998,1931064.0,1650.0,1827491.0064954625,1.0410424993119494,1.15,1,0.26,46.0,CNT-LIG Composite,Simulated
CNT-LIG-0.9-009,0.9,0.09999999999999998,12209.3023255813,132.51071782019037,10876.518690855208,1.0410424993119494,30.0,14,0.41,23.0,CNT-LIG Composite,Simulated
CNT-LIG-0.9-010,0.9,0.09999999999999998,848921.0,81.49270844466024,672056.039264276,1.0410424993119494,13.75,19,0.68,26.0,CNT-LIG Composite,Simulated
CNT-LIG-0.9-011,0.9,0.09999999999999998,64729.72972973,4900.0,61577.18703382011,1.0410424993119494,7.0,19,0.56,13.0,CNT-LIG Composite,Simulated
CNT-LIG-0.9-012,0.9,0.09999999999999998,40000.0,3450.0,33817.284045791734,1.0410424993119494,30.0,5,0.41,25.0,CNT-LIG Composite,Simulated
CNT-LIG-0.9-013,0.9,0.09999999999999998,343670.0,50.0,337252.5809886773,1.0410424993119494,25.61,5,0.152,48.1,CNT-LIG Composite,Simulated
CNT-LIG-0.9-014,0.9,0.09999999999999998,5965.9090909091,4100.0,5463.342797027145,1.0410424993119494,30.0,9,0.49,20.0,CNT-LIG Composite,Simulated
