sample_id,cnt_ratio,lig_ratio,graphene_ratio,mxene_ratio,base_conductivity,synergy_binary,synergy_ternary,synergy_quaternary,total_synergy,composite_conductivity,method,source
Q-0.20-0.10-0.50-0.20,0.2,0.1,0.5,0.2,712200.0,0.5806531175778801,0.0044,0.008000000000000002,1.5930531175778802,1133653.6155945414,Quaternary Composite,Simulated
Q-0.20-0.10-0.60-0.10,0.2,0.1,0.6,0.1,806200.0,0.5400377505396791,0.0032,0.004800000000000002,1.5480377505396792,1168824.8609819955,Quaternary Composite,Simulated
Q-0.20-0.20-0.10-0.50,0.2,0.2,0.1,0.5,330400.0,0.5852241493626682,0.0039000000000000007,0.008000000000000002,1.5971241493626682,553732.7334941558,Quaternary Composite,Simulated
Q-0.20-0.20-0.20-0.40,0.2,0.2,0.2,0.4,424400.0,0.8495718189732763,0.004800000000000001,0.012800000000000006,1.8671718189732762,734381.8989729095,Quaternary Composite,Simulated
Q-0.20-0.20-0.30-0.30,0.2,0.2,0.3,0.3,518400.0,1.0665039118753372,0.0051,0.014400000000000003,2.0860039118753373,1094936.1382679788,Quaternary Composite,Simulated
Q-0.20-0.20-0.40-0.20,0.2,0.2,0.4,0.2,612400.0,0.7374529763211148,0.004800000000000001,0.012800000000000006,1.755052976321115,948419.8891788902,Quaternary Composite,Simulated
Q-0.20-0.20-0.50-0.10,0.2,0.2,0.5,0.1,706400.0,0.539946498851536,0.0039000000000000007,0.008000000000000002,1.551846498851536,1008864.9721628468,Quaternary Composite,Simulated
Q-0.20-0.30-0.10-0.40,0.2,0.3,0.1,0.4,324600.0,0.673284058174171,0.004200000000000001,0.009600000000000004,1.687084058174171,554095.8826962626,Quaternary Composite,Simulated
Q-0.20-0.30-0.20-0.30,0.2,0.3,0.2,0.3,418600.0,1.1133677659280081,0.0048000000000000004,0.014400000000000003,2.132567765928008,932246.2977181637,Quaternary Composite,Simulated
Q-0.20-0.30-0.30-0.20,0.2,0.3,0.3,0.2,512600.0,1.0520207017270402,0.0048000000000000004,0.014400000000000003,2.0712207017270403,1072624.313451787,Quaternary Composite,Simulated
Q-0.20-0.30-0.40-0.10,0.2,0.3,0.4,0.1,606600.0,0.6225122797229773,0.004200000000000001,0.009600000000000004,1.6363122797229774,985699.5697793092,Quaternary Composite,Simulated
Q-0.20-0.40-0.10-0.30,0.2,0.4,0.1,0.3,318800.0,0.7523229529560309,0.004100000000000001,0.009600000000000003,1.766022952956031,552836.6879145851,Quaternary Composite,Simulated
Q-0.20-0.40-0.20-0.20,0.2,0.4,0.2,0.2,412800.0,1.130417915158561,0.004400000000000001,0.012800000000000006,2.147617915158561,807890.8371886861,Quaternary Composite,Simulated
Q-0.20-0.40-0.30-0.10,0.2,0.4,0.3,0.1,506800.0,0.7523229529560309,0.004100000000000001,0.009600000000000004,1.766022952956031,856363.9160718033,Quaternary Composite,Simulated
Q-0.20-0.50-0.10-0.20,0.2,0.5,0.1,0.2,313000.0,0.8101202525953358,0.0036000000000000008,0.008000000000000002,1.8217202525953358,554439.1085719682,Quaternary Composite,Simulated
Q-0.20-0.50-0.20-0.10,0.2,0.5,0.2,0.1,407000.0,0.8714673167963035,0.0036000000000000008,0.008000000000000002,1.8830673167963035,815019.6390452402,Quaternary Composite,Simulated
Q-0.20-0.60-0.10-0.10,0.2,0.6,0.1,0.1,307200.0,0.822906070051668,0.002700000000000001,0.004800000000000002,1.830406070051668,573893.7539272953,Quaternary Composite,Simulated
Q-0.30-0.10-0.10-0.50,0.3,0.1,0.1,0.5,430200.0,0.5495182088478597,0.00405,0.006,1.5595682088478597,599954.048937394,Quaternary Composite,Simulated
Q-0.30-0.10-0.20-0.40,0.3,0.1,0.2,0.4,524200.0,0.8067037270326363,0.0054,0.009600000000000001,1.8217037270326362,973505.8819416297,Quaternary Composite,Simulated
Q-0.30-0.10-0.30-0.30,0.3,0.1,0.3,0.3,618200.0,1.1847986892351665,0.005849999999999999,0.0108,2.2014486892351663,1329491.2490936876,Quaternary Composite,Simulated
Q-0.30-0.10-0.40-0.20,0.3,0.1,0.4,0.2,712200.0,0.8067037270326363,0.0054,0.009600000000000001,1.8217037270326362,1244722.3717220027,Quaternary Composite,Simulated
Q-0.30-0.10-0.50-0.10,0.3,0.1,0.5,0.1,806200.0,0.5495182088478596,0.00405,0.006,1.5595682088478595,1303468.4026265284,Quaternary Composite,Simulated
Q-0.30-0.20-0.10-0.40,0.3,0.2,0.1,0.4,424400.0,0.6768930537995826,0.0048000000000000004,0.009600000000000001,1.6912930537995827,762186.9174657678,Quaternary Composite,Simulated
Q-0.30-0.20-0.20-0.30,0.3,0.2,0.2,0.3,518400.0,1.1064014758036458,0.0057,0.014400000000000001,2.1265014758036456,1163975.7483638725,Quaternary Composite,Simulated
Q-0.30-0.20-0.30-0.20,0.3,0.2,0.3,0.2,612400.0,1.1677485400046135,0.0057,0.014400000000000001,2.1878485400046133,1272373.4917736843,Quaternary Composite,Simulated
Q-0.30-0.20-0.40-0.10,0.3,0.2,0.4,0.1,706400.0,0.7276648322507764,0.0048000000000000004,0.009600000000000001,1.7420648322507764,1207763.6927497536,Quaternary Composite,Simulated
Q-0.30-0.30-0.10-0.30,0.3,0.3,0.1,0.3,418600.0,0.7918337503977203,0.0049499999999999995,0.0108,1.8075837503977203,771693.6770310395,Quaternary Composite,Simulated
Q-0.30-0.30-0.20-0.20,0.3,0.3,0.2,0.2,512600.0,1.1208846859519426,0.0054,0.014400000000000001,2.1406846859519426,1161543.7863341912,Quaternary Composite,Simulated
Q-0.30-0.30-0.30-0.10,0.3,0.3,0.3,0.1,606600.0,0.9039525930498818,0.0049499999999999995,0.0108,1.919702593049882,1131011.9306524852,Quaternary Composite,Simulated
Q-0.30-0.40-0.10-0.20,0.3,0.4,0.1,0.2,412800.0,0.7277336898647212,0.0045000000000000005,0.009600000000000001,1.741833689864721,711019.2964646936,Quaternary Composite,Simulated
Q-0.30-0.40-0.20-0.10,0.3,0.4,0.2,0.1,506800.0,0.7785054683159148,0.0045000000000000005,0.009600000000000001,1.792605468315915,848186.6329900646,Quaternary Composite,Simulated
Q-0.30-0.50-0.10-0.10,0.3,0.5,0.1,0.1,407000.0,0.655548673787639,0.00345,0.006,1.664998673787639,629017.5749815602,Quaternary Composite,Simulated
Q-0.40-0.10-0.10-0.40,0.4,0.1,0.1,0.4,524200.0,0.6265240072526658,0.004400000000000001,0.006400000000000003,1.6373240072526656,900127.9800549826,Quaternary Composite,Simulated
Q-0.40-0.10-0.20-0.30,0.4,0.1,0.2,0.3,618200.0,0.7713676955165749,0.005600000000000001,0.009600000000000003,1.786567695516575,1194330.6077428195,Quaternary Composite,Simulated
Q-0.40-0.10-0.30-0.20,0.4,0.1,0.3,0.2,712200.0,0.8221394739677688,0.005600000000000001,0.009600000000000004,1.8373394739677689,1302899.4289733667,Quaternary Composite,Simulated
Q-0.40-0.10-0.40-0.10,0.4,0.1,0.4,0.1,806200.0,0.7331487219647658,0.004400000000000001,0.006400000000000003,1.7439487219647658,1490627.776443236,Quaternary Composite,Simulated
Q-0.40-0.20-0.10-0.30,0.4,0.2,0.1,0.3,518400.0,0.6717112337321728,0.005000000000000001,0.009600000000000003,1.6863112337321728,893151.9236178428,Quaternary Composite,Simulated
Q-0.40-0.20-0.20-0.20,0.4,0.2,0.2,0.2,612400.0,0.8889392385175237,0.005600000000000002,0.012800000000000006,1.9073392385175238,1122842.4458012935,Quaternary Composite,Simulated
Q-0.40-0.20-0.30-0.10,0.4,0.2,0.3,0.1,706400.0,0.716988884243305,0.005000000000000001,0.009600000000000004,1.7315888842433051,1249717.8124161183,Quaternary Composite,Simulated
Q-0.40-0.30-0.10-0.20,0.4,0.3,0.1,0.2,512600.0,0.6435129750154513,0.0048000000000000004,0.009600000000000004,1.6579129750154515,928271.8620500565,Quaternary Composite,Simulated
Q-0.40-0.30-0.20-0.10,0.4,0.3,0.2,0.1,606600.0,0.6380188470753899,0.004800000000000001,0.009600000000000004,1.65241884707539,1000202.6431848357,Quaternary Composite,Simulated
Q-0.40-0.40-0.10-0.10,0.4,0.4,0.1,0.1,506800.0,0.5584990050249159,0.0038000000000000013,0.006400000000000003,1.5686990050249159,869651.7217474531,Quaternary Composite,Simulated
Q-0.50-0.10-0.10-0.30,0.5,0.1,0.1,0.3,618200.0,0.43885192107341897,0.00425,0.006000000000000002,1.449101921073419,755023.2765293984,Quaternary Composite,Simulated
Q-0.50-0.10-0.20-0.20,0.5,0.1,0.2,0.2,712200.0,0.6437080277936065,0.005,0.008000000000000002,1.6567080277936066,1238093.5910444243,Quaternary Composite,Simulated
Q-0.50-0.10-0.30-0.10,0.5,0.1,0.3,0.1,806200.0,0.42759802963165294,0.00425,0.006000000000000002,1.437848029631653,1165247.3430449741,Quaternary Composite,Simulated
Q-0.50-0.20-0.10-0.20,0.5,0.2,0.1,0.2,612400.0,0.5692990195869655,0.0045000000000000005,0.008000000000000002,1.5817990195869656,951314.927044515,Quaternary Composite,Simulated
Q-0.50-0.20-0.20-0.10,0.5,0.2,0.2,0.1,706400.0,0.563539256085261,0.0045000000000000005,0.008000000000000002,1.576039256085261,1119443.6446471785,Quaternary Composite,Simulated
Q-0.50-0.30-0.10-0.10,0.5,0.3,0.1,0.1,606600.0,0.52066360725747,0.0037500000000000003,0.006,1.5304136072574699,817639.4499259054,Quaternary Composite,Simulated
Q-0.60-0.10-0.10-0.20,0.6,0.1,0.1,0.2,712200.0,0.47499865235104943,0.0036000000000000003,0.0048000000000000004,1.4833986523510494,1042551.8287054588,Quaternary Composite,Simulated
Q-0.60-0.10-0.20-0.10,0.6,0.1,0.2,0.1,806200.0,0.47418065703998624,0.0036,0.0048000000000000004,1.4825806570399862,1220866.993596293,Quaternary Composite,Simulated
Q-0.60-0.20-0.10-0.10,0.6,0.2,0.1,0.1,706400.0,0.545258084281106,0.0033000000000000004,0.0048000000000000004,1.5533580842811059,1194593.042831049,Quaternary Composite,Simulated
Q-0.70-0.10-0.10-0.10,0.7,0.1,0.1,0.1,806200.0,0.5622298946049744,0.0024500000000000004,0.0028000000000000004,1.5674798946049744,1224405.9352982123,Quaternary Composite,Simulated
